TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
Sedoheptulose-7-phosphate M4,XIC,C7H15O10P,Metabolomics,,ESI,5000,,293.04641,M-H,-,1,16.9,60,,40,,,289.03301,0
Sedoheptulose-7-phosphate M5,XIC,C7H15O10P,Metabolomics,,ESI,5000,,294.04976,M-H,-,1,16.9,60,,40,,,289.03301,0
Sedoheptulose-7-phosphate M6,XIC,C7H15O10P,Metabolomics,,ESI,5000,,295.05311,M-H,-,1,16.9,60,,40,,,289.03301,0
Sedoheptulose-7-phosphate M7,XIC,C7H15O10P,Metabolomics,,ESI,5000,,296.05646,M-H,-,1,16.9,60,,40,,,289.03301,0
Serine M0,XIC,C3H7NO3,Metabolomics,,ESI,5000,,104.03532,M-H,-,1,9.3,60,,40,,,72.008,0
Serine N1,XIC,C3H7NO4,Metabolomics,,ESI,5000,,105.03235,M-H,-,1,9.3,60,,40,,,72.008,0
Serine M1,XIC,C3H7NO3,Metabolomics,,ESI,5000,,105.03867,M-H,-,1,9.3,60,,40,,,104.03532,0
Serine M2,XIC,C3H7NO3,Metabolomics,,ESI,5000,,106.04202,M-H,-,1,9.3,60,,40,,,104.03532,0
Serine M3,XIC,C3H7NO3,Metabolomics,,ESI,5000,,107.04537,M-H,-,1,9.3,60,,40,,,104.03532,0
Serotonin M0,XIC,C10H12N2O,Metabolomics,,ESI,5000,,177.10224,M+H,+,1,5.41,60,,40,,,,
Shikimic acid M0,XIC,C7H10O5,Metabolomics,,ESI,5000,,173.04555,M-H,-,1,16,60,,40,,,,
Succinate M0,XIC,C4H6O4,Metabolomics,,ESI,5000,,117.01933,M-H,-,1,16.65,60,,40,,,73.0281,0
Succinate M1,XIC,C4H6O4,Metabolomics,,ESI,5000,,118.02268,M-H,-,1,16.65,60,,40,,,117.01933,0
Succinate M2,XIC,C4H6O4,Metabolomics,,ESI,5000,,119.02603,M-H,-,1,16.65,60,,40,,,117.01933,0
Succinate M3,XIC,C4H6O4,Metabolomics,,ESI,5000,,60.02938,M-H,-,1,16.65,60,,40,,,117.01933,0
Succinate M4,XIC,C4H6O4,Metabolomics,,ESI,5000,,121.03273,M-H,-,1,16.65,60,,40,,,117.01933,0
Succinate Semialdehyde M0,XIC,C4H6O3,Metabolomics,,ESI,5000,,147.06624,M-H,-,1,16.65,60,,40,,,,
Succinate Semialdehyde M1,XIC,C4H6O3,Metabolomics,,ESI,5000,,148.06959,M-H,-,1,16.65,60,,40,,,147.06624,0
Succinate Semialdehyde M2,XIC,C4H6O3,Metabolomics,,ESI,5000,,149.07294,M-H,-,1,16.65,60,,40,,,147.06624,0
Succinate Semialdehyde M3,XIC,C4H6O3,Metabolomics,,ESI,5000,,150.07629,M-H,-,1,16.65,60,,40,,,147.06624,0
Succinate Semialdehyde M4,XIC,C4H6O3,Metabolomics,,ESI,5000,,151.07964,M-H,-,1,16.65,60,,40,,,147.06624,0
Sulfuric acid,XIC,H2SO4,Metabolomics,,ESI,5000,,96.9601,M-H,-,1,14.71,60,,40,,,,
T M0,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,241.08299,M-H,-,1,3.5,60,,40,,,,
T M1,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,242.08634,M-H,-,1,3.5,60,,40,,,241.08299,0
T M10,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,251.11649,M-H,-,1,3.5,60,,40,,,241.08299,0
T M2,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,243.08969,M-H,-,1,3.5,60,,40,,,241.08299,0
T M3,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,244.09304,M-H,-,1,3.5,60,,40,,,241.08299,0
T M4,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,245.09639,M-H,-,1,3.5,60,,40,,,241.08299,0
T M5,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,246.09974,M-H,-,1,3.5,60,,40,,,241.08299,0
T M6,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,247.10309,M-H,-,1,3.5,60,,40,,,241.08299,0
T M7,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,248.10644,M-H,-,1,3.5,60,,40,,,241.08299,0
T M8,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,249.10979,M-H,-,1,3.5,60,,40,,,241.08299,0
T M9,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,250.11314,M-H,-,1,3.5,60,,40,,,241.08299,0
Taurine M0,XIC,C2H7NO3S,Metabolomics,,ESI,5000,,124.00739,M-H,-,1,9,60,,40,,,,
Taurocholate M0,XIC,C26H45NO7S,Metabolomics,,ESI,5000,,514.2844,M-H,-,1,8.4,60,,40,,,,
TDP M0,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,417.01057,M-H,-,1,20,60,,40,,,,
TDP M1,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,418.01392,M-H,-,1,20,60,,40,,,417.01057,0
TDP M10,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,427.04407,M-H,-,1,20,60,,40,,,417.01057,0
TDP M2,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,419.01727,M-H,-,1,20,60,,40,,,417.01057,0
TDP M3,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,420.02062,M-H,-,1,20,60,,40,,,417.01057,0
TDP M4,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,421.02397,M-H,-,1,20,60,,40,,,417.01057,0
TDP M5,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,422.02732,M-H,-,1,20,60,,40,,,417.01057,0
TDP M6,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,423.03067,M-H,-,1,20,60,,40,,,417.01057,0
TDP M7,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,424.03402,M-H,-,1,20,60,,40,,,417.01057,0
TDP M8,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,425.03737,M-H,-,1,20,60,,40,,,417.01057,0
TDP M9,XIC,C10H16N2O12P2,Metabolomics,,ESI,5000,,426.04072,M-H,-,1,20,60,,40,,,417.01057,0
Thiamine diphosphate M0,XIC,C12H18N4O7P2S,Metabolomics,,ESI,5000,,423.02987,M-H,-,1,14.9,60,,40,,,,
5'-Methyladenosine M0,XIC,C11H15N5O3S,Metabolomics,,ESI,5000,,298.09684,M+H,+,1,2.1,60,,40,,,,
Thiosulfate,XIC,H2S2O3,Metabolomics,,ESI,5000,,112.93726,M-H,-,1,15,60,,40,,,,
Threonine M0,XIC,C4H9NO3,Metabolomics,,ESI,5000,,119.05824,M+H,+,1,9.2,60,,40,,,,
Threonine N1,XIC,C4H9NO4,Metabolomics,,ESI,5000,,120.06552,M+H,+,1,9.2,60,,40,,,,
Thymine M0,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,125.03565,M-H,-,1,8.9,60,,40,,,,
Thymine M1,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,126.039,M-H,-,1,8.9,60,,40,,,125.03565,0
Thymine M2,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,127.04235,M-H,-,1,8.9,60,,40,,,125.03565,0
Thymine M3,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,128.0457,M-H,-,1,8.9,60,,40,,,125.03565,0
Thymine M4,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,129.04905,M-H,-,1,8.9,60,,40,,,125.03565,0
Thymine M5,XIC,C5H6N2O2,Metabolomics,,ESI,5000,,130.0524,M-H,-,1,8.9,60,,40,,,125.03565,0
TMP M0,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,321.04933,M-H,-,1,16.7,60,,40,,,,
TMP M1,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,322.05268,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M2,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,323.05603,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M3,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,324.05938,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M4,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,325.06273,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M5,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,326.06608,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M6,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,327.06943,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M7,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,328.07278,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M8,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,329.07613,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M9,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,330.07948,M-H,-,1,16.7,60,,40,,,321.04933,0
TMP M10,XIC,C10H15N2O8P,Metabolomics,,ESI,5000,,331.08283,M-H,-,1,16.7,60,,40,,,321.04933,0
Trigonelline M0,XIC,C7H7NO2,Metabolomics,,ESI,5000,,138.05495,M+H,+,1,4.5,60,,40,,,,
TRIS M0,XIC,C4H11NO3,Metabolomics,,ESI,5000,,122.08117,M+H,+,1,4.23,60,,40,,,,
Tryptophan M0,XIC,C11H12N2O2,Metabolomics,,ESI,5000,,205.09715,M+H,+,1,7.7,60,,40,,,,
Tryptophan N1,XIC,C11H12N2O3,Metabolomics,,ESI,5000,,206.09418,M+H,+,1,7.7,60,,40,,,,
Tyramine M0,XIC,C8H11NO,Metabolomics,,ESI,5000,,138.09134,M+H,+,1,2.8,60,,40,,,,
Tyrosine M0,XIC,C9H11NO3,Metabolomics,,ESI,5000,,182.08117,M+H,+,1,8.9,60,,40,,,,
Tyrosine N1,XIC,C9H11NO4,Metabolomics,,ESI,5000,,183.0782,M+H,+,1,8.9,60,,40,,,,
U M0,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,245.07681,M+H,+,1,4.9,60,,40,,,,
U M1,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,246.08016,M+H,+,1,4.9,60,,40,,,245.07681,0
U M2,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,247.08351,M+H,+,1,4.9,60,,40,,,245.07681,0
U M3,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,248.08686,M+H,+,1,4.9,60,,40,,,245.07681,0
U M4,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,249.09021,M+H,+,1,4.9,60,,40,,,245.07681,0
U M5,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,250.09356,M+H,+,1,4.9,60,,40,,,245.07681,0
U M6,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,251.09691,M+H,+,1,4.9,60,,40,,,245.07681,0
U M7,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,252.10026,M+H,+,1,4.9,60,,40,,,245.07681,0
U M8,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,253.10361,M+H,+,1,4.9,60,,40,,,245.07681,0
U M9,XIC,C9H12N2O6,Metabolomics,,ESI,5000,,254.10696,M+H,+,1,4.9,60,,40,,,245.07681,0
UDP M0,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,402.99492,M-H,-,1,20.2,60,,40,,,,
UDP M1,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,403.99827,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M2,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,405.00162,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M3,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,406.00497,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M4,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,407.00832,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M5,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,408.01167,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M6,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,409.01502,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M7,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,410.01837,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M8,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,411.02172,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP M9,XIC,C9H14N2O12P2,Metabolomics,,ESI,5000,,412.02507,M-H,-,1,20.2,60,,40,,,402.99492,0
UDP-d-glucuronate M0,XIC,C15H22N2O18P2,Metabolomics,,ESI,5000,,579.02701,M-H,-,1,18.5,60,,40,,,,
UDP-GlcNAc M0,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,606.07429,M-H,-,1,14.5,60,,40,,,,
UDP-GlcNAc M1,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,607.07764,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M10,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,616.10779,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M11,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,617.11114,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M12,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,618.11449,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M13,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,619.11784,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M14,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,620.12119,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M15,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,621.12454,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M16,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,622.12789,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M17,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,623.13124,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M18,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,624.13459,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M2,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,608.08099,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M3,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,609.08434,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M4,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,610.08769,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M5,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,611.09104,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M6,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,612.09439,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M7,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,613.09774,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M8,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,614.10109,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-GlcNAc M9,XIC,C17H27N3O17P2,Metabolomics,,ESI,5000,,615.10444,M-H,-,1,14.5,60,,40,,,606.07429,0
UDP-Glucose M0,XIC,C15H24N2O17P2,Metabolomics,,ESI,5000,,565.04774,M-H,-,1,13.6,60,,40,,,,
UDP-Glucose M1,XIC,C15H24N2O17P3,Metabolomics,,ESI,5000,,566.05109,M-H,-,1,13.6,60,,40,,,565.04774,0
UDP-Glucose M2,XIC,C15H24N2O17P4,Metabolomics,,ESI,5000,,567.05444,M-H,-,1,13.6,60,,40,,,565.04774,0
UDP-Glucose M3,XIC,C15H24N2O17P5,Metabolomics,,ESI,5000,,568.05779,M-H,-,1,13.6,60,,40,,,565.04774,0
UDP-Glucose M4,XIC,C15H24N2O17P6,Metabolomics,,ESI,5000,,569.06114,M-H,-,1,13.6,60,,40,,,565.04774,0
UDP-Glucose M5,XIC,C15H24N2O17P7,Metabolomics,,ESI,5000,,570.06449,M-H,-,1,13.6,60,,40,,,565.04774,0
UDP-Glucose M6,XIC,C15H24N2O17P8,Metabolomics,,ESI,5000,,571.06784,M-H,-,1,13.6,60,,40,,,565.04774,0
UMP M0,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,323.02859,M-H,-,1,13.8,60,,40,,,,
UMP M1,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,324.03194,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M2,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,325.03529,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M3,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,326.03864,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M4,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,327.04199,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M5,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,328.04534,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M6,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,329.04869,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M7,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,330.05204,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M8,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,331.05539,M-H,-,1,13.8,60,,40,,,323.02859,0
UMP M9,XIC,C9H13N2O9P,Metabolomics,,ESI,5000,,332.05874,M-H,-,1,13.8,60,,40,,,323.02859,0
Uracil M0,XIC,C4H4N2O2,Metabolomics,,ESI,5000,,111.02,M-H,-,1,2.45,60,,40,,,,
Uracil M1,XIC,C4H4N2O2,Metabolomics,,ESI,5000,,112.02335,M-H,-,1,2.45,60,,40,,,111.02,0
Uracil M2,XIC,C4H4N2O2,Metabolomics,,ESI,5000,,113.0267,M-H,-,1,2.45,60,,40,,,111.02,0
Uracil M3,XIC,C4H4N2O2,Metabolomics,,ESI,5000,,114.03005,M-H,-,1,2.45,60,,40,,,111.02,0
Uracil M4,XIC,C4H4N2O2,Metabolomics,,ESI,5000,,115.0334,M-H,-,1,2.45,60,,40,,,111.02,0
Uric acid M0,XIC,C5H4N4O3,Metabolomics,,ESI,5000,,167.02106,M-H,-,1,13.5,60,,40,,,,
Urocanic Acid M0,XIC,C6H6N2O2,Metabolomics,,ESI,5000,,139.0502,M+H,+,1,12.3,60,,40,,,,
UTP M0,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,482.96125,M-H,-,1,23.4,240,,40,,,,
UTP M1,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,483.9646,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M2,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,484.96795,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M3,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,485.9713,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M4,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,486.97465,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M5,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,487.978,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M6,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,488.98135,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M7,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,489.9847,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M8,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,490.98805,M-H,-,1,23.4,240,,40,,,482.96125,0
UTP M9,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,491.9914,M-H,-,1,23.4,240,,40,,,482.96125,0
Valeric acid M0,XIC,C5H10O2,Metabolomics,,ESI,5000,,101.0608,M-H,-,1,4.24,60,,40,,,,
Valerylsalicylic Acid M0,XIC,C12H14O5,Metabolomics,,ESI,5000,,237.07685,M-H,-,1,5.01,60,,40,,,,
Valine M0,XIC,C5H11NO2,Metabolomics,,ESI,5000,,118.08625,M+H,+,1,5.8,60,,40,,,116.0717,0
Valine M1,XIC,C5H11NO3,Metabolomics,,ESI,5000,,119.08328,M+H,+,1,5.8,60,,40,,,116.0717,0
Xanthine M0,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,151.02615,M-H,-,1,10.4,60,,40,,,,
Xanthine M1,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,152.0295,M-H,-,1,10.4,60,,40,,,151.02615,0
Xanthine M2,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,153.03285,M-H,-,1,10.4,60,,40,,,151.02615,0
Xanthine M3,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,154.0362,M-H,-,1,10.4,60,,40,,,151.02615,0
Xanthine M4,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,155.03955,M-H,-,1,10.4,60,,40,,,151.02615,0
Xanthine M5,XIC,C5H4N4O2,Metabolomics,,ESI,5000,,156.0429,M-H,-,1,10.4,60,,40,,,151.02615,0
